Fell/found?,Meteor mass classes,Place,Type of meteorite,Year,Coordinate 1,Coordinates 2,"Sum of Mass, g"
Found,0-9kg,GRA 98080,H5,1998,-86.71667,-141.5,91.8
Found,0-9kg,GRA 98079,H6,1998,-86.71667,-141.5,3.7
Found,0-9kg,GRA 98078,L6,1998,-86.71667,-141.5,7.5
Found,0-9kg,GRA 98077,L6,1998,-86.71667,-141.5,24.9
Found,0-9kg,GRA 98076,H6,1998,-86.71667,-141.5,29.2
Found,0-9kg,GRA 98075,H5,1998,-86.71667,-141.5,20.6
Found,0-9kg,GRA 98074,CM2,1998,-86.71667,-141.5,51.9
Found,0-9kg,GRA 98073,H6,1998,-86.71667,-141.5,6.5
Found,0-9kg,GRA 98072,H6,1998,-86.71667,-141.5,29.9
Found,0-9kg,GRA 98071,H6,1998,-86.71667,-141.5,64.3
Found,0-9kg,GRA 98070,H6,1998,-86.71667,-141.5,16.3
Found,0-9kg,GRA 98069,H6,1998,-86.71667,-141.5,42.5
Found,0-9kg,GRA 98068,L6,1998,-86.71667,-141.5,51.6
Found,0-9kg,GRA 98067,Eucrite-br,1998,-86.71667,-141.5,53.2
Found,0-9kg,GRA 98066,L6,1998,-86.71667,-141.5,18.2
Found,0-9kg,GRA 98065,H6,1998,-86.71667,-141.5,53.6
Found,0-9kg,GRA 98064,H6,1998,-86.71667,-141.5,42.7
Found,0-9kg,GRA 98063,H6,1998,-86.71667,-141.5,41.1
Found,0-9kg,GRA 98062,H5,1998,-86.71667,-141.5,51.9
Found,0-9kg,GRA 98061,L6,1998,-86.71667,-141.5,121.5
Found,0-9kg,GRA 98060,H6,1998,-86.71667,-141.5,54
Found,0-9kg,GRA 98059,H5,1998,-86.71667,-141.5,67.9
Found,0-9kg,GRA 98058,L5,1998,-86.71667,-141.5,105.7
Found,0-9kg,GRA 98057,L6,1998,-86.71667,-141.5,65.1
Found,0-9kg,GRA 98056,H6,1998,-86.71667,-141.5,177.9
Found,0-9kg,GRA 98055,Eucrite-br,1998,-86.71667,-141.5,140.8
Found,0-9kg,GRA 98054,Eucrite-br,1998,-86.71667,-141.5,103.4
Found,0-9kg,GRA 98053,H6,1998,-86.71667,-141.5,145.5
Found,0-9kg,GRA 98052,Eucrite-br,1998,-86.71667,-141.5,63.6
Found,0-9kg,GRA 98051,H5,1998,-86.71667,-141.5,171.9
Found,0-9kg,GRA 98050,H3.8,1998,-86.71667,-141.5,337.4
Found,0-9kg,GRA 98049,L6,1998,-86.71667,-141.5,2342
Found,0-9kg,GRA 98048,H6,1998,-86.71667,-141.5,702.1
Found,0-9kg,GRA 98047,H5,1998,-86.71667,-141.5,594.1
Found,0-9kg,GRA 98046,L6,1998,-86.71667,-141.5,657.6
Found,0-9kg,GRA 98045,H4,1998,-86.71667,-141.5,260.4
Found,0-9kg,GRA 98044,Eucrite-br,1998,-86.71667,-141.5,27.5
Found,0-9kg,GRA 98043,Eucrite-br,1998,-86.71667,-141.5,102.9
Found,0-9kg,GRA 98042,Eucrite-br,1998,-86.71667,-141.5,92.6
Found,0-9kg,GRA 98041,L6,1998,-86.71667,-141.5,1081.5
Found,0-9kg,GRA 98040,H5,1998,-86.71667,-141.5,542.6
Found,0-9kg,GRA 98039,Eucrite-br,1998,-86.71667,-141.5,72.8
Found,0-9kg,GRA 98038,H6,1998,-86.71667,-141.5,118.6
Found,0-9kg,GRA 98037,Eucrite-br,1998,-86.71667,-141.5,107.9
Found,0-9kg,GRA 98036,L6,1998,-86.71667,-141.5,182.2
Found,0-9kg,GRA 98035,L5,1998,-86.71667,-141.5,248.4
Found,0-9kg,GRA 98034,H6,1998,-86.71667,-141.5,416.3
Found,0-9kg,GRA 98033,Eucrite-br,1998,-86.71667,-141.5,123.2
Found,0-9kg,GRA 98032,Ureilite,1998,-86.71667,-141.5,1699.5
Found,0-9kg,GRA 98031,H4,1998,-86.71667,-141.5,2310
Found,0-9kg,GRA 98030,Howardite,1998,-86.71667,-141.5,32.6
Found,0-9kg,GRA 98029,L5,1998,-86.71667,-141.5,8.9
Found,0-9kg,GRA 98028,Acapulcoite,1998,-86.71667,-141.5,22.4
Found,0-9kg,GRA 98027,H6,1998,-86.71667,-141.5,14.8
Found,0-9kg,GRA 98026,Eucrite-br,1998,-86.71667,-141.5,68.4
Found,0-9kg,GRA 98025,CR2,1998,-86.71667,-141.5,14.4
Found,0-9kg,GRA 98024,H3.8,1998,-86.71667,-141.5,59.1
Found,0-9kg,GRA 98023,H3.8,1998,-86.71667,-141.5,136.7
Found,0-9kg,GRA 98022,H5,1998,-86.71667,-141.5,62.7
Found,0-9kg,GRA 98021,H5,1998,-86.71667,-141.5,81.3
Found,0-9kg,GRA 98020,L5,1998,-86.71667,-141.5,200.9
Found,0-9kg,GRA 98019,Eucrite-br,1998,-86.71667,-141.5,95.5
Found,0-9kg,GRA 98018,H5,1998,-86.71667,-141.5,315.4
Found,0-9kg,GRA 98017,H5,1998,-86.71667,-141.5,341.8
Found,0-9kg,GRA 98016,H5,1998,-86.71667,-141.5,512.8
Found,0-9kg,GRA 98015,H5,1998,-86.71667,-141.5,1201.9
Found,0-9kg,GRA 98014,H5,1998,-86.71667,-141.5,1130.7
Found,0-9kg,GRA 98013,H4,1998,-86.71667,-141.5,697.5
Found,0-9kg,GRA 98012,H5,1998,-86.71667,-141.5,530
Found,0-9kg,GRA 98011,L5,1998,-86.71667,-141.5,104.5
Found,0-9kg,GRA 98010,H5,1998,-86.71667,-141.5,140.3
Found,0-9kg,GRA 98009,H5,1998,-86.71667,-141.5,116.9
Found,0-9kg,GRA 98008,H5,1998,-86.71667,-141.5,120.1
Found,0-9kg,GRA 98007,H5,1998,-86.71667,-141.5,82.1
Found,0-9kg,GRA 98006,Eucrite-br,1998,-86.71667,-141.5,163.7
Found,0-9kg,GRA 98005,CM2,1998,-86.71667,-141.5,202.9
Found,0-9kg,GRA 98004,H5,1998,-86.71667,-141.5,721.9
Found,0-9kg,GRA 98003,L5,1998,-86.71667,-141.5,426.7
Found,0-9kg,GRA 98002,H5,1998,-86.71667,-141.5,735.4
Found,0-9kg,GRA 98001,H5,1998,-86.71667,-141.5,7297
Found,0-9kg,GRA 95232,L4,1995,-86.71667,-141.5,68.9
Found,0-9kg,GRA 95231,H4,1995,-86.71667,-141.5,16.2
Found,0-9kg,GRA 95230,L6,1995,-86.71667,-141.5,53.4
Found,0-9kg,GRA 95229,CR2,1995,-86.71667,-141.5,128.9
Found,0-9kg,GRA 95228,L6,1995,-86.71667,-141.5,52.2
Found,0-9kg,GRA 95227,L5,1995,-86.71667,-141.5,36.4
Found,0-9kg,GRA 95226,L5,1995,-86.71667,-141.5,16.6
Found,0-9kg,GRA 95225,L4,1995,-86.71667,-141.5,2.7
Found,0-9kg,GRA 95224,L4,1995,-86.71667,-141.5,3.1
Found,0-9kg,GRA 95223,H5,1995,-86.71667,-141.5,20.2
Found,0-9kg,GRA 95222,L6,1995,-86.71667,-141.5,19.4
Found,0-9kg,GRA 95221,LL6,1995,-86.71667,-141.5,14.9
Found,0-9kg,GRA 95220,L6,1995,-86.71667,-141.5,55.8
Found,0-9kg,GRA 95219,H5,1995,-86.71667,-141.5,100.8
Found,0-9kg,GRA 95218,H5,1995,-86.71667,-141.5,79.1
Found,0-9kg,GRA 95217,L5,1995,-86.71667,-141.5,134
Found,0-9kg,GRA 95216,L5,1995,-86.71667,-141.5,129.1
Found,0-9kg,GRA 95215,L4,1995,-86.71667,-141.5,320.6
Found,0-9kg,GRA 95214,H5,1995,-86.71667,-141.5,204.5
Found,0-9kg,GRA 95213,H5,1995,-86.71667,-141.5,372.8
Found,0-9kg,GRA 95212,H5,1995,-86.71667,-141.5,444.1
Found,0-9kg,GRA 95211,H6,1995,-86.71667,-141.5,518.8
Found,0-9kg,GRA 95210,H5,1995,-86.71667,-141.5,550.4
Found,0-9kg,GRA 95209,Lodranite,1995,-86.71667,-141.5,948.8
